run,operation,started,time,status,label,batch_size,epochs,lr,sample_file,finger_type,loss_train,max_acc_train,loss_test,max_acc_test,acc_test,acc_train,tsample,tsr_stop,sc_true,sc_false,theta,tauRho,hidden_size,loss_type,output_size,bin_duration,modes,n_sample_per_object,remove_outlier,save_dir,selection,tactile_path,threshold,trajectory_path,video_path
b4bafc2d,vtsnn3:tact-snn-2,2020-06-14 00:26:13,0:01:56,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 finger_type=1 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,1,3.4392309188842773,1.0,70.6969223022461,0.46666666865348816,0.2666666805744171,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
e4ce92b2,vtsnn3:tac_rpg,2020-06-14 00:25:14,0:02:42,completed,batch_size=4 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=300 lr=0.0001 sample_file=2,4,300,0.0001,2,,0.09755755215883255,0.9666666388511658,0.2969517707824707,0.5333333611488342,0.46666666865348816,0.9666666388511658,,,,,,,,,,,,,,,,,,,
23f3847c,vtsnn3:tact-snn-2,2020-06-14 00:24:19,0:01:53,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 finger_type=1 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,1,2.45192289352417,1.0,145.546142578125,0.4000000059604645,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
69f93843,vtsnn3:tac_rpg,2020-06-14 00:22:39,0:02:34,completed,batch_size=4 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=300 lr=0.0001 sample_file=1,4,300,0.0001,1,,0.14733856916427612,0.9333333373069763,0.17585600912570953,0.7333333492279053,0.7333333492279053,0.9333333373069763,,,,,,,,,,,,,,,,,,,
2e7c4c16,vtsnn3:tac_rpg,2020-06-14 00:22:39,,staged,batch_size=4 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=300 lr=0.0001 sample_file=3,4,300,0.0001,3,,,,,,,,,,,,,,,,,,,,,,,,,,
84af5f26,vtsnn3:tac_rpg,2020-06-14 00:22:39,,staged,batch_size=4 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=300 lr=0.0001 sample_file=2,4,300,0.0001,2,,,,,,,,,,,,,,,,,,,,,,,,,,
cd0fc0e3,vtsnn3:tact-snn-2,2020-06-14 00:22:18,0:02:00,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 finger_type=0 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=3 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,3,0,5.174230575561523,1.0,62.93461608886719,0.46666666865348816,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
354345b0,vtsnn3:tact-snn,2020-06-14 00:21:01,0:01:54,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=3 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,3,,0.30000001192092896,1.0,78.15998840332031,0.5333333611488342,0.5333333611488342,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
7c43a88b,vtsnn3:tact-snn-2,2020-06-14 00:20:21,0:01:56,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 finger_type=0 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,0,5.239615440368652,1.0,60.765380859375,0.5333333611488342,0.5333333611488342,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
fe52228c,vtsnn3:tact-snn,2020-06-14 00:19:10,0:01:51,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,,0.08615384995937347,1.0,73.57000732421875,0.6000000238418579,0.46666666865348816,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
36efcd27,vtsnn3:tact-snn-2,2020-06-14 00:18:27,0:01:53,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 finger_type=0 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,0,2.242692232131958,1.0,92.90077209472656,0.5333333611488342,0.5333333611488342,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
fe0e754c,vtsnn3:tact-snn,2020-06-14 00:17:18,0:01:50,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,,0.12076923251152039,1.0,110.68846130371094,0.5333333611488342,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
0179c8fe,vtsnn3:tact-snn-2,2020-06-14 00:16:38,0:01:49,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 finger_type=1 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=3 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,3,1,2.9026923179626465,1.0,132.10769653320312,0.2666666805744171,0.20000000298023224,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
876c419f,vtsnn3:tact-snn-2,2020-06-14 00:14:53,0:01:44,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 finger_type=1 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,1,2.5923075675964355,1.0,135.56307983398438,0.4000000059604645,0.2666666805744171,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
c9747a6c,vtsnn3:tact-snn-2,2020-06-14 00:13:07,0:01:45,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 finger_type=1 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,1,7.747692108154297,1.0,119.99076080322266,0.46666666865348816,0.06666667014360428,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
4295fa85,vtsnn3:tact-snn-2,2020-06-14 00:11:23,0:01:44,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 finger_type=0 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=3 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,3,0,2.8407692909240723,1.0,88.8238525390625,0.5333333611488342,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
05126328,vtsnn3:tact-snn-2,2020-06-14 00:09:39,0:01:44,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 finger_type=0 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,0,1.7969229221343994,1.0,92.27769470214844,0.6000000238418579,0.5333333611488342,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
a93a51f7,vtsnn3:tact-snn-2,2020-06-14 00:07:54,0:01:43,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_aa_k_diag epochs=500 finger_type=0 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,0,6.048846244812012,1.0,65.40768432617188,0.7333333492279053,0.6666666865348816,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
cbd26d03,vtsnn3:tact-snn,2020-06-14 00:06:12,0:01:42,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=3 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,3,,0.1511538326740265,1.0,86.68692016601562,0.4000000059604645,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
fdfb4125,vtsnn3:tact-snn,2020-06-14 00:04:29,0:01:42,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,,0.22730770707130432,1.0,88.57923126220703,0.46666666865348816,0.3333333432674408,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
ae31b888,vtsnn3:tact-snn,2020-06-14 00:02:46,0:01:43,completed,batch_size=8 checkpoint_dir=. data_dir=/…/jun13_g_j_diag epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,,0.1265384703874588,1.0,111.32615661621094,0.5333333611488342,0.2666666805744171,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
53dffd5a,vtsnn3:prepare-data,2020-06-13 23:42:02,0:00:06,completed,bin_duration=0.02 modes=tac n_sample_per_object=15 remove_outlier=0 save_dir=/…/jun13_g_j_diag selection=grasp_lift_hold tactile_path=/…/aces_recordings threshold=1 trajectory_path=/…/traj_start_ends video_path=/…/prophesee_recordings,,,,,,,,,,,,,,,,,,,,,0.02,tac,15,0,/home/tasbolat/some_python_examples/diag_data/jun13/jun13_g_j_diag/,grasp_lift_hold,/home/tasbolat/some_python_examples/diag_data/jun13/jun13_g_j_diag/aces_recordings,1,/home/tasbolat/some_python_examples/diag_data/jun13/jun13_g_j_diag/traj_start_ends/,/datasets/eventdata/batch2/prophesee_recordings/
ac6f279c,vtsnn3:prepare-data,2020-06-13 23:41:12,0:00:06,completed,bin_duration=0.02 modes=tac n_sample_per_object=15 remove_outlier=0 save_dir=/…/jun13_aa_k_diag selection=grasp_lift_hold tactile_path=/…/aces_recordings threshold=1 trajectory_path=/…/traj_start_ends video_path=/…/prophesee_recordings,,,,,,,,,,,,,,,,,,,,,0.02,tac,15,0,/home/tasbolat/some_python_examples/diag_data/jun13/jun13_aa_k_diag/,grasp_lift_hold,/home/tasbolat/some_python_examples/diag_data/jun13/jun13_aa_k_diag/aces_recordings,1,/home/tasbolat/some_python_examples/diag_data/jun13/jun13_aa_k_diag/traj_start_ends/,/datasets/eventdata/batch2/prophesee_recordings/
