run,operation,started,time,status,label,batch_size,epochs,lr,sample_file,finger_type,loss_train,max_acc_train,loss_test,max_acc_test,acc_test,acc_train,tsample,tsr_stop,sc_true,sc_false,theta,tauRho,hidden_size,loss_type,output_size,bin_duration,modes,n_sample_per_object,remove_outlier,save_dir,selection,tactile_path,threshold,trajectory_path,video_path
936198fe,vtsnn2:tac_rpg,2020-06-13 13:18:36,0:00:57,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/first_pair epochs=100 lr=0.0001 sample_file=2,4,100,0.0001,2,,0.17649896442890167,0.8666666746139526,0.21816226840019226,0.6666666865348816,0.5333333611488342,0.8666666746139526,,,,,,,,,,,,,,,,,,,
be2abcb8,vtsnn2:tac_rpg,2020-06-13 13:18:33,0:00:58,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/second_pair epochs=100 lr=0.0001 sample_file=1,4,100,0.0001,1,,0.09703068435192108,1.0,0.3451627790927887,0.5333333611488342,0.5333333611488342,1.0,,,,,,,,,,,,,,,,,,,
e17ae222,vtsnn2:tac_rpg,2020-06-13 13:17:42,0:00:53,completed,batch_size=4 checkpoint_dir=. data_dir=/home/…/first_pair epochs=100 lr=0.0001 sample_file=1,4,100,0.0001,1,,0.14232085645198822,0.8666666746139526,0.2955462336540222,0.5333333611488342,0.46666666865348816,0.8333333134651184,,,,,,,,,,,,,,,,,,,
a74f286d,vtsnn2:tact-snn,2020-06-13 12:37:33,0:01:44,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/second_pair epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=3 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,3,,0.04307692125439644,1.0,97.65538787841797,0.3333333432674408,0.2666666805744171,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
d720401f,vtsnn2:tact-snn,2020-06-13 12:35:50,0:01:43,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/second_pair epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,,0.25961539149284363,1.0,58.01692581176758,0.5333333611488342,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
503aa672,vtsnn2:tact-snn,2020-06-13 12:34:05,0:01:44,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/second_pair epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,,0.10192307829856873,1.0,130.3115234375,0.6000000238418579,0.6000000238418579,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
01a47710,vtsnn2:prepare-data,2020-06-13 12:30:56,0:00:06,completed,bin_duration=0.02 modes=tac n_sample_per_object=15 remove_outlier=0 save_dir=/home/…/second_pair selection=grasp_lift_hold tactile_path=/…/aces_recordings threshold=1 trajectory_path=/…/traj_start_ends video_path=/…/prophesee_recordings,,,,,,,,,,,,,,,,,,,,,0.02,tac,15,0,/home/tasbolat/some_python_examples/jun12/second_pair/,grasp_lift_hold,/home/tasbolat/some_python_examples/jun12/second_pair/jun12_e_h_coffeecan/aces_recordings,1,/home/tasbolat/some_python_examples/jun12/second_pair/jun12_e_h_coffeecan/traj_start_ends/,/datasets/eventdata/batch2/prophesee_recordings/
84572df3,vtsnn2:tact-snn,2020-06-13 12:26:08,0:01:43,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/first_pair epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=3 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,3,,0.12153846025466919,1.0,101.0284652709961,0.5333333611488342,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
74040416,vtsnn2:tact-snn,2020-06-13 12:24:23,0:01:45,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/first_pair epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=2 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,2,,0.07846154272556305,1.0,73.14768981933594,0.6000000238418579,0.5333333611488342,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
11a8529c,vtsnn2:tact-snn,2020-06-13 12:22:36,0:01:46,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/first_pair epochs=500 hidden_size=32 loss_type=0 lr=0.001 output_size=3 sample_file=1 sc_false=5 sc_true=150 tauRho=1 theta=10 tsample=325 tsr_stop=325,8,500,0.001,1,,0.16961538791656494,1.0,116.18538665771484,0.5333333611488342,0.4000000059604645,1.0,325,325,150,5,10,1,32,0,3,,,,,,,,,,
116ae5d2,vtsnn2:prepare-data,2020-06-13 12:12:44,0:00:06,completed,bin_duration=0.02 modes=tac n_sample_per_object=15 remove_outlier=0 save_dir=/home/…/first_pair selection=grasp_lift_hold tactile_path=/…/aces_recordings threshold=1 trajectory_path=/…/traj_start_ends video_path=/…/prophesee_recordings,,,,,,,,,,,,,,,,,,,,,0.02,tac,15,0,/home/tasbolat/some_python_examples/jun12/first_pair/,grasp_lift_hold,/home/tasbolat/some_python_examples/jun12/first_pair/jun12_coffeecan/aces_recordings,1,/home/tasbolat/some_python_examples/jun12/first_pair/jun12_coffeecan/traj_start_ends/,/datasets/eventdata/batch2/prophesee_recordings/
